frame_id,handedness,finger,depth_mm
261,Left,thumb,183.0
261,Left,index,239.0
261,Left,middle,231.0
261,Left,ring,224.0
261,Left,pinky,205.0
262,Left,thumb,185.0
262,Left,index,173.0
262,Left,middle,220.0
262,Left,ring,249.0
262,Left,pinky,213.0
