participant,session,frame_id,angle,surface,has_contact,handedness,clicked_key,depth_cam1_90_path,depth_cam2_30_path,depth_cam3_60_path,depth_depth_cam_path,rgb_cam1_90_path,rgb_cam2_30_path,rgb_cam3_60_path,rgb_depth_cam_path
P01,P01_semi_reflective_typing_133514,000511,45,semi_reflective,True,Right,f,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000511.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000511.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000511.png,data\P01\P01_semi_reflective_typing_133514\depth\000511.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000511.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000511.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000511.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000511.png
P01,P01_semi_reflective_typing_133514,000512,45,semi_reflective,True,Left,6,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000512.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000512.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000512.png,data\P01\P01_semi_reflective_typing_133514\depth\000512.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000512.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000512.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000512.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000512.png
P01,P01_semi_reflective_typing_133514,000513,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000513.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000513.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000513.png,data\P01\P01_semi_reflective_typing_133514\depth\000513.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000513.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000513.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000513.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000513.png
P01,P01_semi_reflective_typing_133514,000514,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000514.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000514.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000514.png,data\P01\P01_semi_reflective_typing_133514\depth\000514.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000514.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000514.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000514.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000514.png
P01,P01_semi_reflective_typing_133514,000515,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000515.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000515.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000515.png,data\P01\P01_semi_reflective_typing_133514\depth\000515.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000515.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000515.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000515.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000515.png
P01,P01_semi_reflective_typing_133514,000516,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000516.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000516.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000516.png,data\P01\P01_semi_reflective_typing_133514\depth\000516.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000516.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000516.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000516.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000516.png
P01,P01_semi_reflective_typing_133514,000517,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000517.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000517.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000517.png,data\P01\P01_semi_reflective_typing_133514\depth\000517.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000517.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000517.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000517.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000517.png
P01,P01_semi_reflective_typing_162309,000008,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000008.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000008.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000008.png,data\P01\P01_semi_reflective_typing_162309\depth\000008.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000008.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000008.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000008.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000008.png
P01,P01_semi_reflective_typing_162309,000010,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000010.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000010.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000010.png,data\P01\P01_semi_reflective_typing_162309\depth\000010.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000010.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000010.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000010.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000010.png
P01,P01_semi_reflective_typing_162309,000016,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000016.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000016.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000016.png,data\P01\P01_semi_reflective_typing_162309\depth\000016.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000016.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000016.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000016.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000016.png
P01,P01_semi_reflective_typing_162309,000017,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000017.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000017.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000017.png,data\P01\P01_semi_reflective_typing_162309\depth\000017.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000017.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000017.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000017.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000017.png
P01,P01_semi_reflective_typing_162309,000018,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000018.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000018.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000018.png,data\P01\P01_semi_reflective_typing_162309\depth\000018.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000018.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000018.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000018.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000018.png
P01,P01_semi_reflective_typing_162309,000019,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000019.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000019.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000019.png,data\P01\P01_semi_reflective_typing_162309\depth\000019.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000019.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000019.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000019.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000019.png
P01,P01_semi_reflective_typing_162309,000019,45,semi_reflective,True,Right,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000019.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000019.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000019.png,data\P01\P01_semi_reflective_typing_162309\depth\000019.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000019.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000019.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000019.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000019.png
P01,P01_semi_reflective_typing_162309,000022,45,semi_reflective,True,Right,r,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000022.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000022.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000022.png,data\P01\P01_semi_reflective_typing_162309\depth\000022.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000022.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000022.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000022.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000022.png
P01,P01_semi_reflective_typing_162309,000031,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000031.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000031.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000031.png,data\P01\P01_semi_reflective_typing_162309\depth\000031.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000031.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000031.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000031.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000031.png
P01,P01_semi_reflective_typing_162309,000032,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000032.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000032.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000032.png,data\P01\P01_semi_reflective_typing_162309\depth\000032.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000032.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000032.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000032.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000032.png
P01,P01_semi_reflective_typing_162309,000032,45,semi_reflective,True,Right,r,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000032.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000032.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000032.png,data\P01\P01_semi_reflective_typing_162309\depth\000032.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000032.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000032.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000032.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000032.png
P01,P01_semi_reflective_typing_162309,000035,45,semi_reflective,True,Right,r,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000035.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000035.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000035.png,data\P01\P01_semi_reflective_typing_162309\depth\000035.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000035.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000035.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000035.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000035.png
P01,P01_semi_reflective_typing_162309,000035,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000035.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000035.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000035.png,data\P01\P01_semi_reflective_typing_162309\depth\000035.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000035.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000035.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000035.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000035.png
P01,P01_semi_reflective_typing_162309,000048,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000048.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000048.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000048.png,data\P01\P01_semi_reflective_typing_162309\depth\000048.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000048.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000048.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000048.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000048.png
P01,P01_semi_reflective_typing_162309,000065,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000065.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000065.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000065.png,data\P01\P01_semi_reflective_typing_162309\depth\000065.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000065.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000065.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000065.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000065.png
P01,P01_semi_reflective_typing_162309,000065,45,semi_reflective,True,Right,r,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000065.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000065.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000065.png,data\P01\P01_semi_reflective_typing_162309\depth\000065.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000065.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000065.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000065.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000065.png
P01,P01_semi_reflective_typing_162309,000070,45,semi_reflective,True,Right,d,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000070.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000070.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000070.png,data\P01\P01_semi_reflective_typing_162309\depth\000070.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000070.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000070.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000070.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000070.png
P01,P01_semi_reflective_typing_162309,000071,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000071.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000071.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000071.png,data\P01\P01_semi_reflective_typing_162309\depth\000071.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000071.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000071.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000071.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000071.png
P01,P01_semi_reflective_typing_162309,000073,45,semi_reflective,True,Right,t,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000073.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000073.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000073.png,data\P01\P01_semi_reflective_typing_162309\depth\000073.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000073.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000073.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000073.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000073.png
P01,P01_semi_reflective_typing_162309,000073,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000073.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000073.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000073.png,data\P01\P01_semi_reflective_typing_162309\depth\000073.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000073.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000073.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000073.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000073.png
P01,P01_semi_reflective_typing_162309,000076,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000076.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000076.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000076.png,data\P01\P01_semi_reflective_typing_162309\depth\000076.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000076.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000076.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000076.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000076.png
P01,P01_semi_reflective_typing_162309,000076,45,semi_reflective,True,Right,r,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000076.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000076.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000076.png,data\P01\P01_semi_reflective_typing_162309\depth\000076.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000076.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000076.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000076.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000076.png
P01,P01_semi_reflective_typing_162309,000079,45,semi_reflective,True,Right,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000079.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000079.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000079.png,data\P01\P01_semi_reflective_typing_162309\depth\000079.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000079.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000079.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000079.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000079.png
P01,P01_semi_reflective_typing_162309,000079,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000079.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000079.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000079.png,data\P01\P01_semi_reflective_typing_162309\depth\000079.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000079.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000079.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000079.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000079.png
P01,P01_semi_reflective_typing_162309,000080,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000080.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000080.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000080.png,data\P01\P01_semi_reflective_typing_162309\depth\000080.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000080.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000080.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000080.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000080.png
P01,P01_semi_reflective_typing_162309,000080,45,semi_reflective,True,Right,d,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000080.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000080.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000080.png,data\P01\P01_semi_reflective_typing_162309\depth\000080.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000080.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000080.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000080.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000080.png
P01,P01_semi_reflective_typing_162309,000084,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000084.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000084.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000084.png,data\P01\P01_semi_reflective_typing_162309\depth\000084.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000084.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000084.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000084.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000084.png
P01,P01_semi_reflective_typing_162309,000089,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000089.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000089.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000089.png,data\P01\P01_semi_reflective_typing_162309\depth\000089.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000089.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000089.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000089.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000089.png
P01,P01_semi_reflective_typing_162309,000094,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000094.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000094.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000094.png,data\P01\P01_semi_reflective_typing_162309\depth\000094.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000094.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000094.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000094.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000094.png
P01,P01_semi_reflective_typing_162309,000094,45,semi_reflective,True,Right,t,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000094.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000094.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000094.png,data\P01\P01_semi_reflective_typing_162309\depth\000094.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000094.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000094.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000094.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000094.png
P01,P01_semi_reflective_typing_162309,000099,45,semi_reflective,False,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000099.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000099.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000099.png,data\P01\P01_semi_reflective_typing_162309\depth\000099.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000099.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000099.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000099.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000099.png
P01,P01_semi_reflective_typing_162309,000099,45,semi_reflective,True,Right,f,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000099.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000099.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000099.png,data\P01\P01_semi_reflective_typing_162309\depth\000099.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000099.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000099.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000099.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000099.png
P01,P01_semi_reflective_typing_162309,000102,45,semi_reflective,True,Left,,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000102.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000102.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000102.png,data\P01\P01_semi_reflective_typing_162309\depth\000102.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000102.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000102.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000102.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000102.png
P01,P01_semi_reflective_typing_162309,000103,45,semi_reflective,True,Left,t,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000103.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000103.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000103.png,data\P01\P01_semi_reflective_typing_162309\depth\000103.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000103.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000103.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000103.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000103.png
P01,P01_semi_reflective_typing_162309,000105,45,semi_reflective,True,Left,t,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000105.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000105.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000105.png,data\P01\P01_semi_reflective_typing_162309\depth\000105.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000105.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000105.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000105.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000105.png
P01,P01_semi_reflective_typing_162309,000106,45,semi_reflective,True,Left,t,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000106.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000106.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000106.png,data\P01\P01_semi_reflective_typing_162309\depth\000106.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000106.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000106.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000106.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000106.png
P01,P01_semi_reflective_typing_162309,000106,45,semi_reflective,True,Right,t,data\P01\P01_semi_reflective_typing_162309\depth_cam1_90\000106.png,data\P01\P01_semi_reflective_typing_162309\depth_cam2_30\000106.png,data\P01\P01_semi_reflective_typing_162309\depth_cam3_60\000106.png,data\P01\P01_semi_reflective_typing_162309\depth\000106.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam1_90\000106.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam2_30\000106.png,data\P01\P01_semi_reflective_typing_162309\rgb_cam3_60\000106.png,data\P01\P01_semi_reflective_typing_162309\rgb_depth_cam\000106.png
